id,latitude,longitude
4b396b34f964a5204f5c25e3,0.3477296245270054,0.534467463853147
4b305a74f964a5201ef924e3,-0.10776508979404209,0.3600608250927908
4b835f06f964a520330431e3,-0.11687596503079434,0.36034338170041513
4b19f917f964a520abe623e3,0.056917188204243185,0.38659261986378257
4b73cca1f964a5203fbc2de3,0.07027445331580173,0.3752547315175647
4b9dd2aaf964a52020bf36e3,0.07220966750673719,0.37865208943102346
4b55670ff964a52071e327e3,0.05930530024121672,0.39397313211051443
4dd86e71e4cd37c893c5c0b2,0.07022440409787967,0.3757014615499612
4b593c7ef964a520828228e3,0.06070742712998034,0.39067682397560377
4b19f837f964a520a2e623e3,0.14131439480961872,0.4005860722666008
4b4162b1f964a52016c625e3,-0.24313402768648174,0.6347147374691553
4f6d5c5be4b04cb293be0d42,-0.31221681329795503,0.4717417476915473
4b5653a9f964a520810b28e3,-0.30872259004091296,0.4721832895436935
4b6a4f2df964a520b0d12be3,-0.3346029943379175,0.48439320993854973
4b5982cbf964a520a58a28e3,0.06475247690797503,0.3764298592277129
4b569776f964a5201d1628e3,0.05336713380628111,0.4492467083685421
4b565cbff964a520380d28e3,0.05047986681964911,0.446232579058367
4b5dcff1f964a520196d29e3,0.06975224647889955,0.37671077913163487
4bbac8b753649c742f7249fb,0.06294207490397752,0.3836272761604764
4b0587a6f964a5203e9e22e3,-0.04116277032037541,0.3546643489586214
4dbb6cf96e810768bf451352,-0.04054222246430217,0.35412113713114546
4b1b7b31f964a5209efb23e3,-0.009640010912042696,0.3433062834750342
4b5ab0ddf964a520f5d028e3,0.026198958384459736,0.27984926544716693
4b0bc75ff964a520923323e3,0.06734575674175303,0.38076320812416853
4b5ab7bff964a520eed128e3,0.055384285259244326,0.3801953048499891
4bd4edd15631c9b6cf73a330,0.06598087446431733,0.3818002488857133
4b5ef219f964a520569f29e3,0.22311390874450976,0.3771335654587613
4b713b79f964a5207e3d2de3,0.0708696156574884,0.38098543114449956
4b5dcf17f964a520dd6c29e3,0.06620142991644573,0.38048813703256057
4b17d383f964a52091c823e3,0.007138141029530587,0.6749124127023727
4ba57f77f964a520e40c39e3,-0.0493602870140194,0.3644853718849188
4ef741e5be7bb4784d7fc2ee,-0.04798981821603665,0.3651300595435305
4dc7fedd1f6ef43b8a5218e9,-0.049056212974872504,0.37054094918894
4b0587a6f964a5203d9e22e3,0.012521227259552514,0.05178804702795281
4b0587a1f964a5207f9d22e3,0.14880939119395276,0.4957512754221367
4efc041293ad9a27985e84eb,0.018145364229592342,0.3745224449698714
4de74b34e4cdfedb8a9a1b0c,0.06286535592711262,0.37521720639613454
4e9f55d99adfb559cc1964f3,0.062219551096668324,0.37449066351798055
4f35f3bce4b0d26b9f73e176,0.07062145747377957,0.3787385094944855
4b5d20daf964a520bc5329e3,0.03880645547062622,0.24145406582317075
4b62b1dbf964a5204f4f2ae3,0.058610439294322525,0.3773804799257958
4b595505f964a520528528e3,0.0763184782482762,0.30050494650121085
4b6cc500f964a52026532ce3,0.08317809142583954,0.30167650433301696
4b443147f964a5208bf225e3,0.04193345768322132,0.31777532758366656
4b575064f964a520ce3028e3,0.02009362736945608,0.43140536531294527
4b73785bf964a52022b02de3,0.05913158510412564,0.3775780114994234
4b5efa53f964a520c3a029e3,0.9995351891089208,0.07120400594575838
4b60c0acf964a52063f729e3,0.8947632744838592,-0.1925059374509991
4b5aad67f964a52078d028e3,-0.6038593715974989,-0.07260066647545449
4c2e8b3e16adc9287b1fbc9c,-0.17517130208069986,0.04063852978413984
4b5edaf0f964a520149b29e3,-0.17322221033951757,0.059848475319424166
4b5fe093f964a52071cf29e3,-0.18809984780379407,0.054380419382890954
4b53da3cf964a52038ad27e3,-0.17427745005449014,0.04573731352840227
4b600990f964a520e3d329e3,-0.12482592292867134,0.31807730306746773
4b18bed2f964a5207dd523e3,0.07806614400585343,0.25777511209428217
4b5527cbf964a52019dd27e3,-0.17100000765083767,0.054910185978734205
4b5eadfff964a520b39529e3,-0.17482369275071363,0.04813855672031275
4bb70c132f70c9b641408630,-0.6429959098792171,-0.13521395363783362
4c87044bf554236a43dcc955,-0.5650393822993054,-0.0934607172622991
4b5bce84f964a520431729e3,-0.6447356714702905,-0.03841751610811639
4b55b1dcf964a52026ec27e3,-0.17092552059799604,0.04246569684019508
4b2837d8f964a5200e9124e3,-0.7200668703753441,0.12388484770457375
4b619ac0f964a520ba192ae3,-0.1661583745790014,0.039836057766277744
4be93179947820a1e7afb5db,-0.5633881036480641,-0.09565825601890621
4fd58789e4b013c5817a38db,-0.28413508492855866,0.234021940365563
4b5e4260f964a520828629e3,-0.1779025274873568,0.03402122206761504
4ba579b8f964a520dc0a39e3,-0.042552800592148055,0.3626643776905394
4b42a9c9f964a5206dd825e3,-0.2376956427818695,0.09629305065371696
4c8a6ed952a98cfa1e912ce9,-0.11488988414861223,-0.40548652925380124
4b132d4af964a520249523e3,-0.11609394464818967,-0.4045359085557184
